Species,Sample,Diet,Search,Peak,Class,RT,Area
SMOM,SMOM5,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3264,2104072
CVIT,CVIT4,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3372,1399255
BSIM,BSIM3,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3507,1113225
TAME,TAME3,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3477,981512
BSIM,BSIM1,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3541,964620
TAME,TAME2,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3473,912291
BSIM,BSIM5,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3335,723350
GSEP,GSEP2,Non-dietary,Search1,P219-RT-19.35,Aliphatics,19.3298,476424
CVIT,CVIT1,Dietary,Search1,P219-RT-19.35,Aliphatics,19.357,457487
BSIM,BSIM4,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3399,419471
BSIM,BSIM2,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3516,275834
BSIM,BSIM3,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.604,2689325
SOBO,SOBO5,Non-dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6203,1350795
SOBO,SOBO2,Non-dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6192,1337351
SMOM,SMOM5,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.5817,771208
TAME,TAME3,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.5938,594777
CVIT,CVIT2,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6083,327724
CVIT,CVIT1,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6146,259679
TAME,TAME4,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6023,200175
CVIT,CVIT4,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.5885,147060
AHER,AHER1,Non-dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6184,113866
TAME,TAME2,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6044,110286
SOBO,SOBO3,Non-dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6256,101731
TAME,TAME1,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.5952,87908
BSIM,BSIM2,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6058,56740
GSEP,GSEP2,Non-dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.5768,25729
BSIM,BSIM4,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.5965,17136
TAME,TAME5,Dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.5944,12718
GSEP,GSEP5,Non-dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.5937,7778
AHER,AHER4,Non-dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6117,6029
SOBO,SOBO1,Non-dietary,Search1,P223-RT-19.60,Benzenoids and Phenylpropanoids,19.6203,4368
TAME,TAME5,Dietary,Search1,P232-RT-20.03,Terpenoids,20.0282,2328434
CVIT,CVIT1,Dietary,Search1,P232-RT-20.03,Terpenoids,20.0451,849455
TAME,TAME4,Dietary,Search1,P232-RT-20.03,Terpenoids,20.027,757817
CVIT,CVIT5,Dietary,Search1,P232-RT-20.03,Terpenoids,20.0259,652239
TAME,TAME3,Dietary,Search1,P232-RT-20.03,Terpenoids,20.0272,549853
BSIM,BSIM3,Dietary,Search1,P232-RT-20.03,Terpenoids,20.0263,497061
TAME,TAME1,Dietary,Search1,P232-RT-20.03,Terpenoids,20.0319,495044
TAME,TAME2,Dietary,Search1,P232-RT-20.03,Terpenoids,20.0297,143464
SOBO,SOBO2,Non-dietary,Search1,P232-RT-20.03,Terpenoids,20.0574,26723
SMOM,SMOM1,Dietary,Search1,P232-RT-20.03,Terpenoids,20.0302,16182
AHER,AHER4,Non-dietary,Search2,P232-RT-20.03,Terpenoids,20.0061,858
BSIM,BSIM3,Dietary,Search1,P233-RT-20.19,Nitrogen-containing compounds,20.1905,673163
SOBO,SOBO2,Non-dietary,Search1,P233-RT-20.19,Nitrogen-containing compounds,20.2028,445972
SOBO,SOBO5,Non-dietary,Search1,P233-RT-20.19,Nitrogen-containing compounds,20.201,162875
BSIM,BSIM2,Dietary,Search1,P233-RT-20.19,Nitrogen-containing compounds,20.1856,156813
TAME,TAME5,Dietary,Search1,P233-RT-20.19,Nitrogen-containing compounds,20.1818,132792
AHER,AHER5,Non-dietary,Search2,P233-RT-20.19,Nitrogen-containing compounds,20.1901,1706
TAME,TAME5,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3571,4404063
TAME,TAME1,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3584,1452852
SOBO,SOBO2,Non-dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.368,1165330
TAME,TAME4,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3549,984357
BSIM,BSIM3,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3552,787207
TAME,TAME2,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3528,742839
SOBO,SOBO5,Non-dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3719,739413
SMOM,SMOM5,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.329,148202
BSIM,BSIM5,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3442,141146
TAME,TAME3,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3536,131307
SOBO,SOBO1,Non-dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3672,92497
CVIT,CVIT1,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3629,75661
CVIT,CVIT2,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3653,59977
AHER,AHER1,Non-dietary,Search2,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3716,51022
BSIM,BSIM4,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3386,46738
SMOM,SMOM1,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3519,26716
SOBO,SOBO3,Non-dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3787,24680
GSEP,GSEP5,Non-dietary,Search2,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3391,20119
BSIM,BSIM2,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3551,18917
CVIT,CVIT4,Dietary,Search1,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3354,11961
AHER,AHER4,Non-dietary,Search2,P235-RT-20.36,Benzenoids and Phenylpropanoids,20.3721,8568
SOBO,SOBO5,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.671,6727445
SOBO,SOBO2,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.6641,6348908
SOBO,SOBO3,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.6753,3575208
TAME,TAME4,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6482,3443050
GSEP,GSEP2,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.6367,2599229
BSIM,BSIM3,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6484,2064772
BSIM,BSIM2,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6508,1830891
AHER,AHER2,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.6676,1382168
GSEP,GSEP1,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.6504,1367788
GSEP,GSEP3,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.6382,1271973
TAME,TAME2,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6494,1131576
GSEP,GSEP5,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.6458,1076432
BSIM,BSIM4,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6419,929199
TAME,TAME3,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6474,821982
AHER,AHER5,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.6557,771526
TAME,TAME1,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6478,758968
TAME,TAME5,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6475,734108
SOBO,SOBO1,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.66,644288
CVIT,CVIT4,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6291,642873
AHER,AHER1,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.6768,557755
GSEP,GSEP4,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.6374,455567
CVIT,CVIT1,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6528,295580
AHER,AHER4,Non-dietary,Search1,P239-RT-20.65,Aliphatics,20.661,243586
CVIT,CVIT3,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6555,79442
BSIM,BSIM5,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6389,12010
SMOM,SMOM1,Dietary,Search1,P239-RT-20.65,Aliphatics,20.6523,7890
SOBO,SOBO2,Non-dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8394,4319274
SOBO,SOBO5,Non-dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8328,3058901
TAME,TAME4,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8158,2136541
BSIM,BSIM3,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8198,1879346
TAME,TAME2,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.817,925377
SOBO,SOBO1,Non-dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8386,819183
SOBO,SOBO3,Non-dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8328,688766
TAME,TAME3,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8159,660071
CVIT,CVIT1,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8257,583234
TAME,TAME1,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8226,536870
SMOM,SMOM1,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8194,523516
SMOM,SMOM5,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.7946,449999
AHER,AHER5,Non-dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8286,424982
GSEP,GSEP5,Non-dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.812,391050
BSIM,BSIM4,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8052,369316
CVIT,CVIT4,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8011,357928
GSEP,GSEP4,Non-dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.7992,264922
SMOM,SMOM4,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.7958,251611
SMOM,SMOM3,Dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.7986,207684
GSEP,GSEP1,Non-dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.817,201771
AHER,AHER4,Non-dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8329,182078
AHER,AHER2,Non-dietary,Search1,P242-RT-20.82,Miscellaneous cyclic compounds,20.8304,141138
BSIM,BSIM2,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3013,411453
GSEP,GSEP1,Non-dietary,Search1,P248-RT-21.31,Aliphatics,21.3081,278003
BSIM,BSIM1,Dietary,Search1,P248-RT-21.31,Aliphatics,21.2971,256102
CVIT,CVIT4,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3134,157311
SMOM,SMOM4,Dietary,Search1,P248-RT-21.31,Aliphatics,21.2932,150236
TAME,TAME5,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3086,126629
CVIT,CVIT1,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3327,125354
TAME,TAME4,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3209,117481
GSEP,GSEP5,Non-dietary,Search1,P248-RT-21.31,Aliphatics,21.3031,104437
SOBO,SOBO3,Non-dietary,Search1,P248-RT-21.31,Aliphatics,21.3346,98417
SMOM,SMOM5,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3084,98216
SMOM,SMOM3,Dietary,Search1,P248-RT-21.31,Aliphatics,21.2946,91764
CVIT,CVIT3,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3128,74945
CVIT,CVIT5,Dietary,Search1,P248-RT-21.31,Aliphatics,21.2958,59802
TAME,TAME3,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3312,58423
SMOM,SMOM1,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3226,50347
SOBO,SOBO1,Non-dietary,Search1,P248-RT-21.31,Aliphatics,21.3163,45490
BSIM,BSIM3,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3105,33425
CVIT,CVIT2,Dietary,Search1,P248-RT-21.31,Aliphatics,21.3125,11044
SOBO,SOBO2,Non-dietary,Search2,P251-RT-21.51,Unidentified compounds,21.529,2170175
TAME,TAME4,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5077,1377085
SOBO,SOBO5,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5223,1318386
BSIM,BSIM3,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5108,1313511
SMOM,SMOM5,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.4881,956247
GSEP,GSEP5,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5035,759970
AHER,AHER5,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5162,720906
TAME,TAME3,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.506,660871
GSEP,GSEP4,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.4911,655567
CVIT,CVIT2,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5152,576067
TAME,TAME2,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.508,558858
TAME,TAME1,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5117,546778
TAME,TAME5,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5056,506675
BSIM,BSIM5,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.4908,424341
CVIT,CVIT1,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5177,349451
AHER,AHER3,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5204,344069
SMOM,SMOM4,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.4901,328410
SOBO,SOBO1,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5205,328009
BSIM,BSIM4,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5005,322331
SMOM,SMOM1,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5129,303129
GSEP,GSEP1,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5056,302409
SOBO,SOBO3,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5238,288562
CVIT,CVIT4,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.4897,242745
CVIT,CVIT3,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5136,222231
AHER,AHER2,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5195,207353
CVIT,CVIT5,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5042,179534
SMOM,SMOM3,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.493,175963
BSIM,BSIM1,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5171,165325
GSEP,GSEP3,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5007,137838
AHER,AHER4,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5234,137816
GSEP,GSEP2,Non-dietary,Search1,P251-RT-21.51,Unidentified compounds,21.4962,113867
BSIM,BSIM2,Dietary,Search1,P251-RT-21.51,Unidentified compounds,21.5103,14772
CVIT,CVIT4,Dietary,Search1,P258-RT-22.14,Aliphatics,22.1489,1690689
CVIT,CVIT1,Dietary,Search1,P258-RT-22.14,Aliphatics,22.1542,872514
BSIM,BSIM2,Dietary,Search1,P258-RT-22.14,Aliphatics,22.1267,734731
BSIM,BSIM1,Dietary,Search1,P258-RT-22.14,Aliphatics,22.1234,641387
BSIM,BSIM3,Dietary,Search1,P258-RT-22.14,Aliphatics,22.1373,631114
CVIT,CVIT3,Dietary,Search1,P258-RT-22.14,Aliphatics,22.1358,604166
CVIT,CVIT5,Dietary,Search1,P258-RT-22.14,Aliphatics,22.1225,590778
TAME,TAME5,Dietary,Search1,P258-RT-22.14,Aliphatics,22.1393,406001
TAME,TAME3,Dietary,Search1,P258-RT-22.14,Aliphatics,22.1546,40724
SOBO,SOBO2,Non-dietary,Search1,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.311,517488
SOBO,SOBO5,Non-dietary,Search1,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.313,441567
TAME,TAME4,Dietary,Search1,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.1886,301676
BSIM,BSIM3,Dietary,Search1,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.2948,155855
BSIM,BSIM2,Dietary,Search1,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.2972,83543
TAME,TAME3,Dietary,Search1,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.2938,76845
TAME,TAME2,Dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.2929,55354
SOBO,SOBO1,Non-dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.3131,47134
TAME,TAME1,Dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.2932,37852
SOBO,SOBO3,Non-dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.1965,36608
TAME,TAME5,Dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.2934,33549
BSIM,BSIM5,Dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.28,32047
BSIM,BSIM4,Dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.1679,13483
AHER,AHER5,Non-dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.174,8135
CVIT,CVIT3,Dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.3082,7910
SMOM,SMOM5,Dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.2551,5670
GSEP,GSEP4,Non-dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.2804,5597
CVIT,CVIT1,Dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.1846,5546
GSEP,GSEP2,Non-dietary,Search2,P259-RT-22.25,Benzenoids and Phenylpropanoids,22.1544,4050
SOBO,SOBO2,Non-dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.245,6610760
SMOM,SMOM5,Dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2046,2200842
BSIM,BSIM3,Dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2269,1399589
TAME,TAME4,Dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2228,806870
CVIT,CVIT2,Dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2351,478715
CVIT,CVIT4,Dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2144,331791
TAME,TAME2,Dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2255,313576
BSIM,BSIM2,Dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2317,183583
CVIT,CVIT1,Dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2361,173684
SOBO,SOBO3,Non-dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2475,95087
AHER,AHER1,Non-dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2471,84560
SOBO,SOBO1,Non-dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2442,74621
AHER,AHER2,Non-dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2418,66100
AHER,AHER5,Non-dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.24,64816
GSEP,GSEP5,Non-dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2233,60522
SMOM,SMOM4,Dietary,Search1,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.199,6763
CVIT,CVIT5,Dietary,Search2,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2025,2300
BSIM,BSIM1,Dietary,Search2,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.224,2215
AHER,AHER4,Non-dietary,Search2,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2414,1059
CVIT,CVIT3,Dietary,Search2,P260-RT-22.23,Benzenoids and Phenylpropanoids,22.2364,719
SMOM,SMOM1,Dietary,Search1,P261-RT-22.32,Unidentified compounds,22.3252,1011030
SMOM,SMOM5,Dietary,Search1,P261-RT-22.32,Unidentified compounds,22.2951,836362
BSIM,BSIM1,Dietary,Search1,P261-RT-22.32,Unidentified compounds,22.3271,735751
SMOM,SMOM4,Dietary,Search1,P261-RT-22.32,Unidentified compounds,22.2977,566688
SMOM,SMOM3,Dietary,Search1,P261-RT-22.32,Unidentified compounds,22.303,468993
TAME,TAME1,Dietary,Search1,P261-RT-22.32,Unidentified compounds,22.324,289188
SOBO,SOBO1,Non-dietary,Search1,P261-RT-22.32,Unidentified compounds,22.3376,86976
TAME,TAME4,Dietary,Search2,P261-RT-22.32,Unidentified compounds,22.3182,70788
SOBO,SOBO3,Non-dietary,Search2,P261-RT-22.32,Unidentified compounds,22.3463,57146
CVIT,CVIT1,Dietary,Search2,P261-RT-22.32,Unidentified compounds,22.3315,52136
TAME,TAME5,Dietary,Search2,P261-RT-22.32,Unidentified compounds,22.3242,41094
CVIT,CVIT2,Dietary,Search2,P261-RT-22.32,Unidentified compounds,22.3285,38217
BSIM,BSIM4,Dietary,Search2,P261-RT-22.32,Unidentified compounds,22.3158,24016
BSIM,BSIM2,Dietary,Search2,P261-RT-22.32,Unidentified compounds,22.3217,22922
SOBO,SOBO2,Non-dietary,Search2,P261-RT-22.32,Unidentified compounds,22.3375,7815
AHER,AHER4,Non-dietary,Search2,P261-RT-22.32,Unidentified compounds,22.3401,2881
TAME,TAME4,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3803,4006915
SOBO,SOBO2,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.4179,2967661
BSIM,BSIM3,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3815,2954708
SOBO,SOBO5,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.418,2611298
BSIM,BSIM2,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3853,2231566
TAME,TAME3,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3804,2214212
AHER,AHER1,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.4138,2210474
SOBO,SOBO3,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.4103,2042562
GSEP,GSEP2,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.3673,1593885
TAME,TAME5,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3806,1421290
TAME,TAME2,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3791,1383320
TAME,TAME1,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3813,1215131
BSIM,BSIM4,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3745,1067820
GSEP,GSEP1,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.3815,995293
AHER,AHER2,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.4012,923533
GSEP,GSEP5,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.3794,920886
CVIT,CVIT1,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3902,905708
AHER,AHER5,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.3902,878631
SOBO,SOBO1,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.3911,839255
CVIT,CVIT3,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3867,745340
GSEP,GSEP3,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.3713,634994
BSIM,BSIM1,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3825,443803
GSEP,GSEP4,Non-dietary,Search1,P262-RT-22.39,Aliphatics,22.3695,411231
BSIM,BSIM5,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3705,265173
CVIT,CVIT2,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3897,253008
CVIT,CVIT4,Dietary,Search1,P262-RT-22.39,Aliphatics,22.379,244767
CVIT,CVIT5,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3705,142237
SMOM,SMOM3,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3684,68413
SMOM,SMOM5,Dietary,Search1,P262-RT-22.39,Aliphatics,22.3645,35373
SMOM,SMOM1,Dietary,Search1,P262-RT-22.39,Aliphatics,22.383,21503
SOBO,SOBO2,Non-dietary,Search1,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.5118,993967
BSIM,BSIM3,Dietary,Search1,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4999,704136
SOBO,SOBO5,Non-dietary,Search1,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.5157,639152
TAME,TAME4,Dietary,Search1,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4949,611378
BSIM,BSIM2,Dietary,Search1,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4999,554147
TAME,TAME5,Dietary,Search1,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4956,309053
SOBO,SOBO1,Non-dietary,Search1,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4253,149760
TAME,TAME3,Dietary,Search1,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4103,73345
SOBO,SOBO3,Non-dietary,Search1,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4329,67409
TAME,TAME2,Dietary,Search1,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4104,63596
GSEP,GSEP3,Non-dietary,Search2,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4041,21044
BSIM,BSIM5,Dietary,Search2,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.3657,4926
SMOM,SMOM3,Dietary,Search2,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4898,4443
CVIT,CVIT2,Dietary,Search2,P263-RT-22.46,Benzenoids and Phenylpropanoids,22.4268,4094
SOBO,SOBO5,Non-dietary,Search1,P265-RT-22.73,Unidentified compounds,22.601,1116666
SOBO,SOBO2,Non-dietary,Search1,P265-RT-22.73,Unidentified compounds,22.6688,714188
TAME,TAME4,Dietary,Search1,P265-RT-22.73,Unidentified compounds,22.6495,273554
BSIM,BSIM3,Dietary,Search1,P265-RT-22.73,Unidentified compounds,22.6535,169659
TAME,TAME5,Dietary,Search1,P265-RT-22.73,Unidentified compounds,22.7504,138782
